Model,instance,n,p,d,Plants,Clusters,Time,obj,lproot,MIPGAP,Nodes,Median,Envy,IntraEnvy,ValidInequalities,IntraEnvyNew
Median,rnd024,30,10,2,"[0, 2, 7, 9, 13, 14, 16, 20, 21, 25]","[[0], [2, 6], [4, 7, 19, 23], [9, 11, 18, 22], [13, 26], [3, 8, 14, 15, 27], [5, 16], [17, 20, 28], [10, 21], [1, 12, 24, 25, 29]]",0.013601065,288.75,288.75,0,1,288.75,4729.19,444.13,0,2277.27
Median,rnd024,30,15,2,"[0, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 20, 21, 22, 25]","[[0], [2], [3, 27], [5, 16], [6], [4, 7, 19, 23], [8, 14, 15], [9, 11, 18], [10], [12], [13, 26], [17, 20, 28], [21], [22], [1, 24, 25, 29]]",0.007994175,157.84,157.84,0,1,157.84,3170.02,226.96,0,1593.8
Median,rnd024,30,20,2,"[0, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 16, 17, 18, 20, 21, 22, 23, 25, 26]","[[0], [2], [3, 27], [5], [6], [4, 7, 19], [8, 14, 15], [9], [10], [11], [12], [16], [17], [18], [20, 28], [21], [22], [23], [1, 24, 25, 29], [13, 26]]",0.007309914,65.38,65.38,0,1,65.38,1486.54,82.14,0,953.09
Median,rnd025,30,2,2,"[1, 28]","[[0, 1, 2, 3, 9, 10, 11, 12, 14, 15, 17, 19, 20, 25, 27], [4, 5, 6, 7, 8, 13, 16, 18, 21, 22, 23, 24, 26, 28, 29]]",0.028755903,1142.05,1142.05,0,1,1142.05,11314.31,5600.5,0,7883.5
Median,rnd025,30,3,2,"[4, 20, 28]","[[0, 4, 16, 17, 19, 23, 26], [1, 2, 3, 9, 10, 11, 12, 14, 15, 20, 25, 27], [5, 6, 7, 8, 13, 18, 21, 22, 24, 28, 29]]",0.008862019,807.5,807.5,0,1,807.5,7779.4,2589.46,0,5229.67
Median,rnd025,30,5,2,"[1, 10, 22, 23, 29]","[[1, 3, 9, 11, 12, 15, 20, 27], [0, 10, 17, 25], [2, 6, 13, 14, 18, 22, 24], [4, 16, 19, 23, 26], [5, 7, 8, 21, 28, 29]]",0.008612871,541.22,541.22,0,1,541.22,6207,1206.92,0,3507.88
Median,rnd025,30,7,2,"[10, 11, 14, 22, 23, 27, 29]","[[0, 10, 17, 25], [11, 12, 20], [2, 14, 15], [6, 13, 18, 22, 24], [4, 16, 19, 23, 26], [1, 3, 9, 27], [5, 7, 8, 21, 28, 29]]",0.00765419,403.33,403.33,0,1,403.33,4685.43,666.72,0,2790.91
Median,rnd025,30,10,2,"[2, 10, 12, 13, 15, 16, 22, 23, 27, 29]","[[2], [0, 10, 17], [1, 9, 11, 12], [6, 13, 25], [14, 15, 20], [4, 16, 26], [18, 22, 24], [19, 23], [3, 27], [5, 7, 8, 21, 28, 29]]",0.014283895,308.31,308.31,0,1,308.31,4238.47,438.65,0,1949.07
Median,rnd025,30,15,2,"[2, 3, 4, 6, 7, 8, 10, 12, 15, 17, 19, 22, 25, 26, 29]","[[2], [3, 27], [4, 16], [6, 13], [7], [8], [0, 10], [1, 9, 11, 12], [14, 15, 20], [17], [19, 23], [18, 22, 24], [25], [26], [5, 21, 28, 29]]",0.007459879,199.61,199.61,0,1,199.61,3476.63,219.98,0,1241.3
Median,rnd025,30,20,2,"[0, 1, 2, 3, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 25, 26, 29]","[[0, 10], [1], [2], [3, 27], [6], [7], [8], [11, 20], [9, 12], [13], [14], [15], [4, 16], [17], [18], [19, 23], [22, 24], [25], [26], [5, 21, 28, 29]]",0.007847071,111.97,111.97,0,1,111.97,2401.63,121.71,0,749.83
Median,rnd026,30,2,3,"[3, 21]","[[3, 5, 10, 13, 14, 17, 24, 25, 26], [0, 1, 2, 4, 6, 7, 8, 9, 11, 12, 15, 16, 18, 19, 20, 21, 22, 23, 27, 28, 29]]",0.010623932,1654.85,1654.85,0,1,1654.85,15277.03,8122.5,0,13613.9
Median,rnd026,30,3,3,"[5, 21, 29]","[[3, 5, 14, 17, 24], [0, 2, 4, 6, 7, 9, 11, 15, 16, 18, 19, 20, 21, 22, 27], [1, 8, 10, 12, 13, 23, 25, 26, 28, 29]]",0.009104013,1371.67,1371.67,0,1,1371.67,12992.41,4610.67,0,9785.28
Median,rnd026,30,5,3,"[5, 11, 12, 20, 29]","[[3, 5, 14, 17, 24], [2, 6, 11, 13, 19, 22, 27], [7, 10, 12, 18, 25], [0, 4, 9, 15, 16, 20, 21], [1, 8, 23, 26, 28, 29]]",0.008191109,1074.51,1074.51,0,1,1074.51,11732.17,2123.38,0,4896.07
Median,rnd026,30,7,3,"[5, 12, 13, 19, 20, 25, 29]","[[3, 5, 14, 17, 24], [7, 12, 18], [13], [2, 6, 11, 19, 22, 27], [0, 4, 9, 15, 16, 20, 21], [10, 25], [1, 8, 23, 26, 28, 29]]",0.014569998,882.89,882.89,0,1,882.89,10430.47,1522.23,0,4474.06
Median,rnd026,30,10,3,"[3, 7, 9, 12, 13, 19, 20, 23, 25, 29]","[[3, 5, 24], [7, 14], [4, 9, 17], [12, 18], [13], [2, 6, 11, 19, 22, 27], [0, 15, 16, 20, 21], [1, 23], [10, 25], [8, 26, 28, 29]]",0.008166075,644.74,644.74,0,1,644.74,8493.44,814.63,0,3314.6
Median,rnd026,30,15,3,"[3, 4, 7, 9, 10, 12, 13, 14, 16, 19, 20, 23, 25, 26, 29]","[[3, 5, 24], [4], [7], [9, 17], [10], [12, 18], [13], [14], [16], [2, 6, 11, 19, 22, 27], [0, 15, 20, 21], [1, 23], [25], [26], [8, 28, 29]]",0.007315159,415.97,415.97,0,1,415.97,6877.71,489.36,0,2514.67
Median,rnd026,30,20,3,"[0, 1, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 24, 25, 26, 29]","[[0], [1, 23], [4], [3, 5], [7], [8], [9, 17], [10], [11, 27], [12], [13], [14], [16], [18], [2, 6, 19, 22], [15, 20, 21], [24], [25], [26], [28, 29]]",0.007222891,245.69,245.69,0,1,245.69,5173.31,265.87,0,1615.45
Median,rnd027,30,2,3,"[3, 19]","[[0, 3, 5, 7, 8, 10, 12, 14, 17, 18, 20, 23, 27, 28, 29], [1, 2, 4, 6, 9, 11, 13, 15, 16, 19, 21, 22, 24, 25, 26]]",0.009474039,1774.01,1774.01,0,1,1774.01,12637.35,6202.72,0,10640.92
Median,rnd027,30,3,3,"[3, 11, 22]","[[0, 1, 3, 5, 7, 8, 10, 12, 14, 17, 23, 27, 28], [2, 4, 6, 11, 13, 20, 24, 29], [9, 15, 16, 18, 19, 21, 22, 25, 26]]",0.00937891,1487.35,1487.35,0,1,1487.35,11714.37,3826.06,0,8053.91
Median,rnd027,30,5,3,"[3, 6, 13, 22, 27]","[[3, 5, 7, 8, 10, 14, 17, 23], [6, 12, 24, 26], [1, 2, 4, 11, 13, 16, 20, 29], [9, 15, 18, 19, 21, 22, 25], [0, 27, 28]]",0.009246111,1154.98,1154.98,0,1,1154.98,10716.04,2168.69,0,5829.83
Median,rnd027,30,7,3,"[3, 4, 19, 20, 22, 24, 27]","[[3, 7, 8, 10, 14, 17, 23], [2, 4, 11], [1, 16, 19, 26], [5, 13, 20, 29], [9, 15, 18, 21, 22, 25], [6, 12, 24], [0, 27, 28]]",0.018718958,946.64,946.64,0,1,946.64,11359.32,1609.2,0,4005.21
Median,rnd027,30,10,3,"[4, 6, 8, 10, 17, 19, 20, 21, 22, 28]","[[2, 4, 11], [6, 24], [0, 3, 8], [10, 23], [7, 12, 17], [1, 16, 19, 26], [5, 13, 20, 29], [18, 21], [9, 15, 22, 25], [14, 27, 28]]",0.00802803,717.27,717.27,0,1,717.27,9755.01,893.49,0,2513.48
Median,rnd027,30,15,3,"[4, 5, 6, 7, 8, 10, 12, 13, 16, 18, 19, 21, 22, 28, 29]","[[2, 4, 11], [5], [6, 24], [7], [0, 3, 8], [10, 23], [12, 17], [13, 20], [16], [18], [1, 19, 26], [21], [9, 15, 22, 25], [14, 27, 28], [29]]",0.007572174,461.45,461.45,0,1,461.45,7881.81,526.22,0,1611.19
Median,rnd027,30,20,3,"[0, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 27, 29]","[[0], [3], [2, 4, 11], [5], [6, 24], [7], [8], [10], [12], [13, 20], [14], [16], [17], [18], [1, 19, 26], [21], [9, 15, 22, 25], [23], [27, 28], [29]]",0.007132053,267.35,267.35,0,1,267.35,5682.37,312.48,0,1017.99
Median,rnd028,30,2,3,"[6, 26]","[[0, 3, 6, 7, 10, 13, 14, 17, 18, 19, 21, 22, 23, 24, 25, 27], [1, 2, 4, 5, 8, 9, 11, 12, 15, 16, 20, 26, 28, 29]]",0.009160995,1405.52,1405.52,0,1,1405.52,13184.58,6456.9,0,9254.07
Median,rnd028,30,3,3,"[19, 22, 26]","[[7, 10, 14, 19, 23, 24, 25], [0, 3, 6, 13, 17, 18, 21, 22, 27], [1, 2, 4, 5, 8, 9, 11, 12, 15, 16, 20, 26, 28, 29]]",0.00928092,1183.63,1183.63,0,1,1183.63,13446.57,4773.54,0,8163.19
Median,rnd028,30,5,3,"[8, 16, 17, 19, 28]","[[4, 8, 13], [1, 12, 16, 18], [0, 3, 6, 17, 21, 22, 27], [7, 10, 14, 19, 23, 24, 25], [2, 5, 9, 11, 15, 20, 26, 28, 29]]",0.007812023,876.23,876.23,0,1,876.23,10441.03,2204.3,0,6013.1
Median,rnd028,30,7,3,"[8, 14, 16, 17, 19, 20, 26]","[[4, 8, 13], [14, 23, 24], [1, 16, 18], [0, 3, 6, 17, 21, 22], [7, 10, 19, 25], [9, 20, 27], [2, 5, 11, 12, 15, 26, 28, 29]]",0.007434845,700.81,700.81,0,1,700.81,9132.05,1380.62,0,3914.34
Median,rnd028,30,10,3,"[1, 8, 10, 14, 18, 19, 20, 22, 26, 29]","[[1, 16], [4, 8, 13], [10], [14, 23, 24], [18], [7, 19, 25], [9, 20, 27], [0, 3, 6, 17, 21, 22], [2, 5, 11, 12, 15, 26, 28], [29]]",0.007401228,546.38,546.38,0,1,546.38,8211.5,994.91,0,2989.16
Median,rnd028,30,15,3,"[3, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 26, 29]","[[3], [4, 8], [9], [10], [12], [13], [14, 23, 24], [15], [1, 16], [0, 6, 17, 21, 22], [18], [7, 19, 25], [20, 27], [2, 5, 11, 26, 28], [29]]",0.007551193,332.6,332.6,0,1,332.6,6172.34,447.48,0,1993.72
Median,rnd028,30,20,3,"[1, 3, 4, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20, 23, 25, 26, 27, 29]","[[1, 16], [3], [4], [7], [8], [9], [10], [12], [13], [14, 24], [15], [0, 6, 17, 21, 22], [18], [19], [20], [23], [25], [2, 5, 11, 26, 28], [27], [29]]",0.008030891,171.43,171.43,0,1,171.43,3813.79,275.11,0,1531.12
Median,rnd029,30,2,3,"[1, 27]","[[1, 5, 9, 13, 14, 15, 22, 26, 28, 29], [0, 2, 3, 4, 6, 7, 8, 10, 11, 12, 16, 17, 18, 19, 20, 21, 23, 24, 25, 27]]",0.009433985,1614.69,1614.69,0,1,1614.69,11444.53,6431.93,0,11147.13
Median,rnd029,30,3,3,"[1, 6, 17]","[[1, 5, 14, 15, 22, 26, 28, 29], [0, 3, 6, 7, 10, 11, 16, 18, 21, 23, 24, 25, 27], [2, 4, 8, 9, 12, 13, 17, 19, 20]]",0.009629011,1362.39,1362.39,0,1,1362.39,13068.79,4245.01,0,6852.3
Median,rnd029,30,5,3,"[3, 11, 17, 18, 22]","[[3, 6, 10, 14, 16, 21, 24, 27, 28], [0, 7, 11, 20], [2, 4, 8, 9, 12, 13, 17, 19], [18, 23, 25, 29], [1, 5, 15, 22, 26]]",0.008476019,977.1,977.1,0,1,977.1,11028.16,2259.15,0,5279.39
Median,rnd029,30,7,3,"[3, 11, 14, 17, 18, 22, 29]","[[3, 6, 10, 16, 21, 24, 27], [0, 7, 11, 20], [14, 28], [2, 4, 8, 9, 12, 13, 17, 19], [18, 23, 25], [1, 5, 15, 22], [26, 29]]",0.007687807,786.85,786.85,0,1,786.85,9317.89,1466.88,0,4031.07
Median,rnd029,30,10,3,"[2, 3, 4, 10, 11, 14, 15, 18, 22, 29]","[[2, 9, 12, 13, 17], [3, 6, 16, 21, 24, 27], [4, 8, 19], [10, 23], [0, 7, 11, 20], [14, 28], [1, 15], [18, 25], [5, 22], [26, 29]]",0.007668972,610.02,610.02,0,1,610.02,8861.38,892.91,0,2898.05
Median,rnd029,30,15,3,"[0, 2, 3, 7, 8, 10, 12, 14, 15, 18, 19, 20, 22, 23, 29]","[[0], [2, 9, 13, 17], [3, 6, 16, 21, 27], [7, 11], [4, 8, 24], [10], [12], [14, 28], [1, 15], [18, 25], [19], [20], [5, 22], [23], [26, 29]]",0.0157969,380.3,380.3,0,1,380.3,6909.02,480,0,1595
Median,rnd029,30,20,3,"[0, 1, 2, 8, 10, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 26, 27, 28, 29]","[[0], [1], [2, 9, 13, 17], [4, 8, 24], [10], [7, 11], [12], [14], [15], [16], [18, 25], [19], [20], [3, 6, 21], [5, 22], [23], [26], [27], [28], [29]]",0.008043051,205.36,205.36,0,1,205.36,4566.28,246.59,0,875.23
Median,rnd030,30,2,3,"[16, 20]","[[0, 3, 4, 5, 7, 9, 11, 12, 13, 14, 16, 18, 19, 21, 22, 23, 24, 27], [1, 2, 6, 8, 10, 15, 17, 20, 25, 26, 28, 29]]",0.010354042,1750.37,1750.37,0,1,1750.37,13347.53,6685.19,0,11485.68
Median,rnd030,30,3,3,"[12, 15, 21]","[[0, 3, 7, 12, 14, 18, 19, 22, 23, 24, 28], [1, 2, 6, 8, 9, 15, 20, 25, 26, 29], [4, 5, 10, 11, 13, 16, 17, 21, 27]]",0.009708881,1476.19,1476.19,0,1,1476.19,12469.61,4054.92,0,7330.49
Median,rnd030,30,5,3,"[6, 12, 13, 20, 23]","[[2, 6, 26, 28], [3, 12, 18, 19, 22], [4, 5, 10, 13, 21, 27], [1, 8, 15, 17, 20, 25, 29], [0, 7, 9, 11, 14, 16, 23, 24]]",0.008603096,1117.02,1117.02,0,1,1117.02,10332.66,2044.67,0,4878.75
Median,rnd030,30,7,3,"[6, 12, 13, 15, 17, 18, 23]","[[2, 6, 26, 28], [3, 12, 22], [4, 13, 21], [8, 15, 20, 25, 29], [1, 10, 11, 17, 27], [5, 9, 16, 18, 19], [0, 7, 14, 23, 24]]",0.008085012,880.97,880.97,0,1,880.97,10721.59,1394.31,0,3662.61
Median,rnd030,30,10,3,"[1, 2, 6, 7, 12, 13, 14, 15, 17, 18]","[[1], [2, 26], [6, 28], [0, 7], [3, 12, 22], [4, 13, 21], [14, 23, 24], [8, 15, 20, 25, 29], [10, 11, 17, 27], [5, 9, 16, 18, 19]]",0.008253098,677.15,677.15,0,1,677.15,9679.17,1020.55,0,2940.42
Median,rnd030,30,15,3,"[1, 2, 4, 6, 7, 8, 10, 12, 14, 15, 18, 21, 25, 27, 28]","[[1], [2, 26], [4], [6], [0, 7], [8], [10], [3, 12, 22], [14, 23, 24], [15, 20, 29], [9, 16, 18, 19], [5, 13, 21], [25], [11, 17, 27], [28]]",0.007565022,427.83,427.83,0,1,427.83,7686.09,563.4,0,1970.83
Median,rnd030,30,20,3,"[0, 1, 2, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 24, 25, 26, 28]","[[0, 7], [1], [2], [4], [5], [6], [8], [10], [11], [3, 12, 22], [13, 21], [14, 23], [15, 20, 29], [17, 27], [9, 16, 18], [19], [24], [25], [26], [28]]",0.008063078,232.47,232.47,0,1,232.47,5082.85,267.68,0,1391.04
Median,rnd031,40,2,2,"[8, 11]","[[5, 6, 8, 20, 22, 24, 27, 29, 34, 35, 37, 38, 39], [0, 1, 2, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 25, 26, 28, 30, 31, 32, 33, 36]]",0.065074921,1392.99,1378.38,0,1,1392.99,13885.07,7252.6,0,16912.3
Median,rnd031,40,3,2,"[5, 16, 32]","[[5, 6, 8, 20, 22, 24, 26, 28, 29, 31, 34, 35, 37, 39], [0, 1, 7, 9, 10, 12, 15, 16, 18, 21, 23, 25, 27, 38], [2, 3, 4, 11, 13, 14, 17, 19, 30, 32, 33, 36]]",0.031076908,1035.43,1035.43,0,1,1035.43,11652.79,3581.15,0,12942.22
Median,rnd031,40,5,2,"[7, 8, 16, 32, 39]","[[7, 9, 23, 26, 28, 33, 37, 38], [5, 8, 20, 22, 24, 34, 35], [0, 1, 10, 12, 15, 16, 18, 21, 25, 27], [2, 3, 4, 11, 13, 14, 17, 19, 30, 32, 36], [6, 29, 31, 39]]",0.014782906,676.76,676.76,0,1,676.76,10407.64,2024.29,0,7345.06
Median,rnd031,40,7,2,"[3, 8, 14, 16, 28, 38, 39]","[[2, 3, 13, 30, 32, 33, 36], [5, 8, 20, 22, 34, 35], [4, 11, 14, 17, 19, 25], [0, 1, 10, 12, 15, 16, 18, 21], [7, 9, 23, 26, 28, 37], [24, 27, 38], [6, 29, 31, 39]]",0.041391134,479.18,479.18,0,1,479.18,7396.5,1018.73,0,4665.94
Median,rnd031,40,10,2,"[3, 4, 8, 12, 13, 18, 19, 28, 38, 39]","[[3, 30, 33, 36], [4, 14, 17], [5, 8, 20, 22, 34, 35], [0, 12], [2, 13, 32], [1, 10, 15, 16, 18, 21], [11, 19, 25], [7, 9, 23, 26, 28, 37], [24, 27, 38], [6, 29, 31, 39]]",0.011725903,369.49,369.49,0,1,369.49,6919.87,706.79,0,2799.47
Median,rnd031,40,15,2,"[3, 7, 8, 10, 11, 12, 13, 14, 17, 18, 20, 24, 27, 37, 39]","[[3, 30, 33, 36], [7, 9, 23, 26, 28], [5, 8, 34, 35], [1, 10], [11, 19], [0, 12], [2, 13, 32], [4, 14, 25], [17], [15, 16, 18, 21], [20], [22, 24], [27, 38], [37], [6, 29, 31, 39]]",0.011693954,253.64,253.64,0,1,253.64,5657.84,402.94,0,2293.17
Median,rnd031,40,20,2,"[1, 3, 5, 6, 7, 8, 12, 13, 14, 17, 18, 19, 20, 22, 24, 25, 27, 33, 37, 39]","[[1, 10], [3, 30, 36], [5], [6], [7, 9, 23, 26, 28], [8, 34, 35], [0, 12], [2, 13, 32], [4, 14], [17], [15, 16, 18, 21], [11, 19], [20], [22], [24], [25], [27, 38], [33], [37], [29, 31, 39]]",0.011533976,163.5,163.5,0,1,163.5,4103.24,240.64,0,1893.93
Median,rnd031,40,25,2,"[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 20, 22, 24, 25, 27, 32, 33, 34, 36, 37, 39]","[[2, 13], [3, 30], [5], [6], [7, 23, 26, 28], [8, 35], [9], [1, 10], [11, 19], [0, 12], [4, 14], [15], [17], [16, 18, 21], [20], [22], [24], [25], [27, 38], [32], [33], [34], [36], [37], [29, 31, 39]]",0.011211872,94.3,94.3,0,1,94.3,2607.1,102.18,0,1093.94
Median,rnd031,40,30,2,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 15, 17, 18, 19, 20, 22, 23, 24, 25, 27, 28, 30, 31, 32, 33, 34, 36, 37, 39]","[[0], [1, 10], [2, 13], [3], [4, 14], [5], [6], [8, 35], [9], [11], [12], [15], [17], [16, 18, 21], [19], [20], [22], [23], [24], [25], [27, 38], [7, 26, 28], [30], [31], [32], [33], [34], [36], [37], [29, 39]]",0.011189938,51.39,51.39,0,1,51.39,1608.17,53.19,0,729.9
Median,rnd032,40,2,2,"[27, 38]","[[2, 5, 8, 9, 10, 14, 16, 18, 19, 22, 23, 24, 27, 29, 31, 32, 33, 35], [0, 1, 3, 4, 6, 7, 11, 12, 13, 15, 17, 20, 21, 25, 26, 28, 30, 34, 36, 37, 38, 39]]",0.032401085,1358.14,1358.14,0,1,1358.14,15202.22,7317.46,0,17785.77
Median,rnd032,40,3,2,"[0, 11, 27]","[[0, 6, 12, 13, 15, 17, 21, 26, 30, 35, 36, 37, 38], [1, 3, 4, 7, 11, 20, 24, 25, 28, 32, 34, 39], [2, 5, 8, 9, 10, 14, 16, 18, 19, 22, 23, 27, 29, 31, 33]]",0.015228987,1018.48,1018.48,0,1,1018.48,13266.36,4347.43,0,10535.07
Median,rnd032,40,5,2,"[0, 3, 22, 27, 28]","[[0, 6, 13, 15, 17, 21, 26, 30, 36, 37, 38], [3, 9, 11, 18, 20, 24, 32, 34, 39], [8, 22, 23, 35], [2, 5, 10, 14, 16, 19, 27, 29, 31, 33], [1, 4, 7, 12, 25, 28]]",0.01287818,689.46,689.46,0,1,689.46,9827.72,2056.39,0,7032.5
Median,rnd032,40,7,2,"[0, 8, 14, 19, 28, 36, 39]","[[0, 6, 13, 15, 17, 26, 37, 38], [8, 22, 35], [9, 14, 18, 23, 24], [2, 5, 10, 16, 19, 27, 29, 31, 33], [1, 4, 7, 12, 25, 28], [21, 30, 36], [3, 11, 20, 32, 34, 39]]",0.013189077,540.41,540.41,0,1,540.41,9343.93,1369.98,0,4726.91
Median,rnd032,40,10,2,"[6, 8, 13, 14, 15, 16, 27, 28, 36, 39]","[[6, 17, 23, 38], [8, 22, 35], [13, 37], [9, 14, 18, 24], [0, 15, 26], [5, 16, 33], [2, 10, 19, 27, 29, 31], [1, 4, 7, 12, 25, 28], [21, 30, 36], [3, 11, 20, 32, 34, 39]]",0.011507034,373.8,373.8,0,1,373.8,6801.7,626.52,0,3683.12
Median,rnd032,40,15,2,"[1, 6, 7, 8, 12, 13, 14, 15, 16, 20, 23, 25, 27, 34, 36]","[[1, 4, 28], [6, 17, 38], [7], [8, 22, 35], [12], [13, 37], [9, 14, 18, 24], [0, 15, 26], [5, 16, 33], [11, 20], [23], [25], [2, 10, 19, 27, 29, 31], [3, 32, 34, 39], [21, 30, 36]]",0.011327982,259.15,259.15,0,1,259.15,5547.07,353.39,0,2864.84
Median,rnd032,40,20,2,"[1, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 18, 20, 23, 25, 27, 31, 33, 34, 36]","[[1, 4, 28], [5], [6, 17, 38], [7], [8, 22, 35], [9, 24], [11], [12], [13, 37], [0, 15, 26], [16], [14, 18], [20], [23], [25], [2, 10, 19, 27, 29], [31], [33], [3, 32, 34, 39], [21, 30, 36]]",0.02028203,173.37,173.37,0,1,173.37,4269.07,219.43,0,2264.3
Median,rnd032,40,25,2,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 23, 25, 31, 33, 34, 35, 36]","[[1, 28], [2], [4], [5], [6, 38], [7], [8, 22], [9, 24], [10, 29], [11], [12], [13, 37], [14, 18], [0, 15, 26], [16], [17], [19, 27], [20], [23], [25], [31], [33], [3, 32, 34, 39], [35], [21, 30, 36]]",0.011319876,109.61,109.61,0,1,109.61,3138.79,115.9,0,1364.45
Median,rnd032,40,30,2,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 28, 29, 31, 33, 34, 35, 36, 38]","[[0, 15], [1], [2], [4], [5], [6], [7], [8], [9], [11], [12], [13, 37], [16], [17], [14, 18], [19, 27], [20], [22], [23], [24], [25], [26], [28], [10, 29], [31], [33], [3, 32, 34, 39], [35], [21, 30, 36], [38]]",0.011065006,56.3,56.3,0,1,56.3,1827.24,61.55,0,868.14
Median,rnd033,40,2,2,"[13, 26]","[[0, 1, 2, 3, 7, 8, 10, 12, 13, 14, 15, 16, 20, 27, 29, 36, 37, 39], [4, 5, 6, 9, 11, 17, 18, 19, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 38]]",0.017717123,1338.21,1338.21,0,1,1338.21,12906.19,6441.71,0,15768.95
Median,rnd033,40,3,2,"[10, 18, 23]","[[0, 1, 2, 3, 7, 8, 10, 13, 14, 20, 27, 29, 36, 37], [4, 11, 12, 15, 16, 17, 18, 19, 24, 30, 31, 34, 39], [5, 6, 9, 21, 22, 23, 25, 26, 28, 32, 33, 35, 38]]",0.016039848,992.66,992.66,0,1,992.66,12019.5,3883.17,0,9752.15
Median,rnd033,40,5,2,"[10, 16, 20, 23, 30]","[[3, 7, 8, 10, 27, 29, 36, 37], [12, 15, 16, 39], [0, 1, 2, 13, 14, 20], [5, 6, 9, 21, 22, 23, 25, 26, 28, 32, 33, 35, 38], [4, 11, 17, 18, 19, 24, 30, 31, 34]]",0.013932943,633.84,633.84,0,1,633.84,8855.6,1691.88,0,6848.14
Median,rnd033,40,7,2,"[10, 16, 20, 21, 25, 30, 38]","[[3, 7, 8, 10, 27, 29, 36, 37], [12, 15, 16, 39], [0, 1, 2, 13, 14, 20], [4, 9, 21, 23, 26, 32, 33, 35], [6, 25, 28], [11, 17, 18, 19, 24, 30, 31, 34], [5, 22, 38]]",0.012897968,450.72,450.72,0,1,450.72,6946.68,984.1,0,4712.1
Median,rnd033,40,10,2,"[0, 3, 10, 16, 20, 21, 24, 25, 34, 38]","[[0, 2, 13], [3, 8, 36], [7, 10, 27, 29, 37], [12, 15, 16, 39], [1, 14, 20], [4, 9, 21, 23, 26, 32, 33, 35], [11, 24, 31], [6, 25, 28], [17, 18, 19, 30, 34], [5, 22, 38]]",0.011914015,329.89,329.89,0,1,329.89,6095.61,626.23,0,3457.91
Median,rnd033,40,15,2,"[0, 3, 4, 10, 16, 20, 21, 24, 25, 28, 29, 33, 34, 35, 38]","[[0, 2, 13], [3, 8, 36], [4, 17], [7, 10, 27, 37], [12, 15, 16, 39], [1, 14, 20], [9, 21, 23, 32], [11, 24, 31], [6, 25], [28], [29], [33], [18, 19, 30, 34], [26, 35], [5, 22, 38]]",0.011136055,230.87,230.87,0,1,230.87,4927.01,329.44,0,2210.96
Median,rnd033,40,20,2,"[1, 2, 4, 6, 8, 10, 13, 14, 16, 17, 21, 24, 26, 28, 29, 33, 34, 35, 36, 38]","[[1], [0, 2], [4], [6, 25], [3, 8], [7, 10, 27, 37], [13], [14, 20], [12, 15, 16, 39], [17], [9, 21, 23, 32], [11, 24, 31], [26], [28], [29], [33], [18, 19, 30, 34], [35], [36], [5, 22, 38]]",0.010970116,157.57,157.57,0,1,157.57,3932.79,223.47,0,1825.69
Median,rnd033,40,25,2,"[1, 2, 3, 4, 6, 7, 10, 12, 13, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 33, 34, 35, 36, 38]","[[1], [0, 2], [3, 8], [4], [6, 25], [7], [10, 37], [12], [13], [15, 16, 39], [17], [19], [14, 20], [9, 21, 32], [23], [11, 24, 31], [26], [27], [28], [29], [33], [18, 30, 34], [35], [36], [5, 22, 38]]",0.010998011,93.21,93.21,0,1,93.21,2598.03,109.22,0,1040.94
Median,rnd033,40,30,2,"[0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 26, 27, 28, 29, 30, 33, 35, 36, 37]","[[0, 2], [1], [4], [5], [6, 25], [7], [3, 8], [9], [10], [11], [12], [13], [14, 20], [15, 16, 39], [17], [18, 34], [19], [21, 32], [22, 38], [23], [24, 31], [26], [27], [28], [29], [30], [33], [35], [36], [37]]",0.010916948,50.49,50.49,0,1,50.49,1589.37,51.21,0,593.57
