Model,instance,n,p,d,Plants,Clusters,Time,obj,lproot,MIPGAP,Nodes,Median,Envy,IntraEnvy,ValidInequalities,IntraEnvyNew
IntraEnvy_M1,blb025,30,20,2,"[0, 1, 2, 3, 4, 7, 8, 11, 13, 14, 15, 16, 17, 18, 20, 22, 24, 25, 26, 27]","[[0], [1, 28], [2], [3, 29], [4], [7], [8, 21], [11], [13], [10, 14], [9, 15], [16], [17], [6, 18, 23], [20], [12, 19, 22], [5, 24], [25], [26], [27]]",0.182719946,35.66,35.66,0,1,32.24,752.48,35.66,0,654.68
IntraEnvy_M1,blb026,30,2,3,"[7, 15]","[[0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 17, 19, 20, 23, 24, 25, 26, 27, 28], [4, 6, 14, 15, 16, 18, 21, 22, 29]]",33.38471603,7094.4,3009.42,0,240,1679.45,12833.57,7094.4,0,13956.92
IntraEnvy_M1,blb026,30,3,3,"[15, 23, 25]","[[4, 6, 14, 15, 16, 18, 21, 22, 29], [2, 7, 8, 11, 12, 13, 19, 20, 23, 24, 27], [0, 1, 3, 5, 9, 10, 17, 25, 26, 28]]",967.0215199,3590.21,2189.67,0,285,1197.54,12434.36,3590.21,0,8043.89
IntraEnvy_M1,blb026,30,5,3,"[8, 14, 16, 17, 26]","[[2, 7, 8, 11, 12, 13, 20, 23, 24, 27], [4, 6, 14, 15, 21, 29], [16, 18, 22], [1, 9, 17], [0, 3, 5, 10, 19, 25, 26, 28]]",9.199827909,1732.66,1294.5,0,502,733.56,8516.38,1732.66,0,5137.54
IntraEnvy_M1,blb026,30,7,3,"[6, 13, 16, 17, 19, 21, 26]","[[4, 6, 14], [2, 8, 11, 13, 20, 23, 24, 27], [16, 18, 22], [1, 9, 17], [7, 10, 12, 19], [15, 21, 29], [0, 3, 5, 25, 26, 28]]",1.006055117,706.15,689.34,0,1,460.07,5471.83,706.15,0,3810.93
IntraEnvy_M1,blb026,30,10,3,"[5, 6, 8, 11, 16, 17, 19, 21, 27, 28]","[[3, 5, 25], [4, 6, 14], [8, 12, 23, 24], [2, 11], [16, 18, 22], [1, 9, 17], [7, 10, 19], [15, 21, 29], [13, 20, 27], [0, 26, 28]]",0.385185003,375.87,371.6175,0,1,314.82,4606.72,375.87,0,2155.04
IntraEnvy_M1,blb026,30,15,3,"[1, 2, 5, 6, 8, 12, 13, 16, 17, 18, 19, 20, 21, 23, 28]","[[1], [2, 11], [3, 5, 25], [4, 6, 14], [8, 24], [12], [13], [16, 22], [9, 17], [18], [7, 10, 19], [20, 27], [15, 21, 29], [23], [0, 26, 28]]",0.239976168,197.81,197.81,0,1,186.83,3186.89,197.81,0,1340.72
IntraEnvy_M1,blb026,30,20,3,"[1, 3, 5, 6, 8, 9, 11, 12, 13, 15, 16, 18, 19, 20, 22, 23, 24, 27, 28, 29]","[[1], [3], [5, 25], [4, 6, 14], [8], [9, 17], [2, 11], [12], [13], [15], [16], [18], [7, 10, 19], [20], [22], [23], [24], [27], [0, 26, 28], [21, 29]]",0.188338041,112.05,112.05,0,1,109.4,2320.84,112.05,0,961.7
IntraEnvy_M1,blb027,30,2,3,"[13, 21]","[[1, 2, 5, 9, 10, 12, 13, 23, 24, 25, 26, 27, 28, 29], [0, 3, 4, 6, 7, 8, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22]]",927.0327201,7141.42,3689.712956,0,126,1670.76,16182.46,7141.42,0,11567.43
IntraEnvy_M1,blb027,30,3,3,"[13, 16, 21]","[[2, 5, 9, 10, 12, 13, 23, 24, 26, 27, 28, 29], [1, 6, 14, 16, 17, 18, 19, 22, 25], [0, 3, 4, 7, 8, 11, 15, 20, 21]]",32.63891101,3585.99,2723.01,0,131,1208.49,12587.25,3585.99,0,8809.04
IntraEnvy_M1,blb027,30,5,3,"[0, 3, 5, 16, 26]","[[0, 7, 20], [3, 4, 8, 11, 15, 21], [2, 5, 13, 23, 27, 28], [1, 6, 14, 16, 17, 18, 19, 22, 25], [9, 10, 12, 24, 26, 29]]",4.786276102,1448.61,1215.18,0,140,719.19,8609.81,1448.61,0,5825.34
IntraEnvy_M1,blb027,30,7,3,"[0, 5, 11, 15, 18, 25, 26]","[[0, 7, 20], [2, 5, 13, 23, 27, 28], [3, 4, 11], [8, 15, 21], [6, 14, 17, 18, 19, 22], [1, 16, 25], [9, 10, 12, 24, 26, 29]]",1.063171148,774.51,663.16,0,190,454.95,6185.53,774.51,0,4011.54
IntraEnvy_M1,blb027,30,10,3,"[0, 6, 9, 11, 12, 15, 22, 23, 25, 27]","[[0, 7, 20], [6, 14], [9], [3, 4, 11], [10, 12, 24, 26, 29], [8, 15, 21], [17, 18, 19, 22], [2, 13, 23], [1, 16, 25], [5, 27, 28]]",0.286022186,319.3,317.39,0,1,235.6,3467.82,319.3,0,2642.17
IntraEnvy_M1,blb027,30,15,3,"[0, 1, 2, 3, 4, 6, 9, 12, 13, 15, 16, 17, 18, 27, 29]","[[0, 7, 20], [1, 25], [2, 23], [3], [4, 11], [6, 14], [9], [12, 24, 26], [13], [8, 15, 21], [16], [17, 19, 22], [18], [5, 27, 28], [10, 29]]",0.217485905,161.63,161.63,0,1,144.34,2587.5,161.63,0,1842.74
IntraEnvy_M1,blb027,30,20,3,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16, 18, 19, 20, 21, 22, 25, 28]","[[1], [2, 23], [3], [4, 11], [5, 27], [7], [8], [9], [10, 29], [12, 24, 26], [13], [6, 14], [16], [18], [19], [0, 20], [15, 21], [17, 22], [25], [28]]",0.182701111,86.07,86.07,0,1,84.25,1853.23,86.07,0,1038.44
IntraEnvy_M1,blb028,30,2,3,"[5, 27]","[[0, 3, 5, 7, 12, 13, 15, 16, 17, 23, 29], [1, 2, 4, 6, 8, 9, 10, 11, 14, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28]]",64.02656412,6648.58,3498.313842,0,138,1669.76,12947.34,6648.58,0,14524.66
IntraEnvy_M1,blb028,30,3,3,"[3, 4, 19]","[[3, 5, 7, 12, 13, 15, 17, 23, 29], [0, 4, 6, 14, 16, 18, 20, 21, 24, 25, 26, 27], [1, 2, 8, 9, 10, 11, 19, 22, 28]]",17.1747241,3371.31,2107.190452,0,132,1131.71,10404.59,3371.31,0,6729.15
IntraEnvy_M1,blb028,30,5,3,"[1, 3, 6, 8, 25]","[[1, 2, 28], [3, 5, 7, 12, 13, 15, 17, 23, 29], [6, 14, 18, 21, 24, 27], [8, 9, 10, 11, 19, 22], [0, 4, 16, 20, 25, 26]]",5.009413958,1581.04,1253.821346,0,304,710.17,8450.65,1581.04,0,5037.91
IntraEnvy_M1,blb028,30,7,3,"[1, 8, 12, 24, 25, 27, 29]","[[1, 2, 28], [8, 9, 10, 11, 19, 22], [3, 7, 12, 13, 17, 23], [14, 21, 24], [0, 4, 16, 25, 26], [6, 18, 20, 27], [5, 15, 29]]",2.081776142,848.35,777.2639984,0,118,518.19,6965.85,848.35,0,3724.05
IntraEnvy_M1,blb028,30,10,3,"[1, 10, 11, 13, 16, 18, 20, 23, 24, 29]","[[1, 2, 28], [9, 10, 19], [8, 11, 22], [3, 13, 17], [0, 16, 25], [6, 18, 27], [4, 20, 26], [7, 12, 23], [14, 21, 24], [5, 15, 29]]",0.295837879,347.02,313.9087296,2.45E-08,1,263.2,4139.24,347.02,0,2071.98
IntraEnvy_M1,blb028,30,15,3,"[2, 7, 8, 9, 10, 12, 13, 16, 18, 20, 22, 24, 26, 28, 29]","[[1, 2], [7, 23], [8, 11], [9], [10, 19], [12], [3, 13, 17], [0, 16, 25], [6, 18, 27], [4, 20], [22], [14, 21, 24], [26], [28], [5, 15, 29]]",0.238088131,183.08,183.08,0,1,159.76,3049.88,183.08,0,1606.07
IntraEnvy_M1,blb028,30,20,3,"[1, 3, 4, 5, 7, 9, 11, 12, 13, 14, 16, 18, 19, 20, 22, 24, 25, 26, 28, 29]","[[1, 2], [3], [4], [5], [7, 23], [9], [8, 11], [12], [13, 17], [14], [0, 16], [6, 18, 27], [10, 19], [20], [22], [21, 24], [25], [26], [28], [15, 29]]",0.180143833,87.84,87.84,0,1,86.54,1981.88,87.84,0,763.34
IntraEnvy_M1,blb029,30,2,3,"[3, 5]","[[0, 1, 3, 7, 8, 9, 10, 12, 13, 15, 18, 21, 22, 24, 25, 26], [2, 4, 5, 6, 11, 14, 16, 17, 19, 20, 23, 27, 28, 29]]",1035.38406,6083.45,3148.003989,0,161,1610.63,14321.79,6083.45,0,9531.28
IntraEnvy_M1,blb029,30,3,3,"[3, 6, 13]","[[1, 3, 4, 8, 11, 12, 17, 21, 23, 25, 26], [2, 5, 6, 14, 16, 19, 20, 27, 28, 29], [0, 7, 9, 10, 13, 15, 18, 22, 24]]",956.4516101,3829.08,2033.121486,0,522,1237.93,12583.93,3829.08,0,6435.75
IntraEnvy_M1,blb029,30,5,3,"[4, 5, 8, 13, 29]","[[4, 17, 21], [2, 5, 6, 11, 14, 16, 19, 23, 28], [1, 3, 8, 12, 25, 26], [0, 7, 9, 10, 13, 15, 18, 22, 24], [20, 27, 29]]",6.771903038,1695.01,1188.77854,0,352,754.69,8521.55,1695.01,0,6250.21
IntraEnvy_M1,blb029,30,7,3,"[4, 5, 12, 18, 22, 25, 29]","[[4, 17, 21], [2, 5, 6, 11, 14, 16, 19, 23, 28], [1, 12, 26], [0, 15, 18], [7, 9, 10, 13, 22, 24], [3, 8, 25], [20, 27, 29]]",2.663518906,811.56,708.745316,0,134,485.14,5591.78,811.56,0,3963.58
IntraEnvy_M1,blb029,30,10,3,"[4, 7, 11, 12, 14, 16, 18, 22, 25, 29]","[[4, 17, 21], [7, 9, 10], [2, 11, 23], [1, 12, 26], [14, 19, 28], [5, 6, 16], [0, 15, 18], [13, 22, 24], [3, 8, 25], [20, 27, 29]]",0.344604015,332.74,331.045,0,1,285.94,3955.22,332.74,0,2114.08
IntraEnvy_M1,blb029,30,15,3,"[4, 7, 10, 11, 12, 13, 14, 16, 18, 21, 22, 25, 26, 27, 29]","[[4, 17], [7, 9], [10], [2, 11, 23], [1, 12], [13], [14, 19, 28], [5, 6, 16], [0, 15, 18], [21], [22, 24], [3, 8, 25], [26], [27], [20, 29]]",0.243587017,198.2,198.2,0,1,184.8,3201.06,198.2,0,1446.38
IntraEnvy_M1,blb029,30,20,3,"[0, 1, 2, 5, 7, 10, 13, 14, 15, 16, 17, 20, 21, 22, 23, 24, 25, 26, 27, 29]","[[0], [1, 12], [2, 11], [5], [7, 9], [10], [13], [14, 19, 28], [15, 18], [6, 16], [4, 17], [20], [21], [22], [23], [24], [3, 8, 25], [26], [27], [29]]",0.199329138,107.94,107.94,0,1,106.74,2262.74,107.94,0,872.84
IntraEnvy_M1,blb030,30,2,3,"[10, 16]","[[0, 2, 3, 5, 8, 9, 10, 14, 17, 18, 19, 21, 23, 24, 25, 26, 28, 29], [1, 4, 6, 7, 11, 12, 13, 15, 16, 20, 22, 27]]",13.71072102,5661.99,3698.962135,0,73,1736.81,17872.37,5661.99,0,12588.29
IntraEnvy_M1,blb030,30,3,3,"[1, 10, 12]","[[1, 4, 13, 15, 27], [0, 2, 3, 5, 8, 9, 10, 14, 17, 18, 19, 21, 23, 24, 25, 26, 28, 29], [6, 7, 11, 12, 16, 20, 22]]",959.635947,3721.35,2362.49,0,319,1441.31,14706.11,3721.35,0,10506.79
IntraEnvy_M1,blb030,30,5,3,"[0, 1, 6, 10, 11]","[[0, 8, 9, 17, 24], [1, 4, 12, 13, 15, 27], [2, 6, 20, 21, 22], [3, 5, 10, 14, 18, 19, 23, 25, 26, 28, 29], [7, 11, 16]]",5.556996822,1612.2,1273.21,0,98,883.75,9922.97,1612.2,0,5970.38
IntraEnvy_M1,blb030,30,7,3,"[1, 2, 5, 11, 14, 22, 24]","[[1, 4, 12, 13, 15, 27], [2, 19, 21], [3, 5, 28], [7, 11, 16], [14, 18, 23, 25], [6, 20, 22], [0, 8, 9, 10, 17, 24, 26, 29]]",1.631150961,832.53,703.68,0,136,476.88,6198.46,832.53,0,4494.82
IntraEnvy_M1,blb030,30,10,3,"[0, 2, 4, 5, 11, 22, 23, 24, 27, 29]","[[0, 10, 17], [2, 19, 21], [4, 13, 15], [3, 5, 28], [7, 11, 16], [6, 20, 22], [14, 23, 25], [8, 9, 24], [1, 12, 27], [18, 26, 29]]",0.292013884,298.3,295.9565985,0,1,277.73,3693.47,298.3,0,2395.04
IntraEnvy_M1,blb030,30,15,3,"[0, 1, 2, 4, 5, 7, 12, 13, 16, 18, 22, 23, 24, 26, 27]","[[0, 10, 17], [1], [2, 19, 21], [4, 15], [3, 5, 28], [7, 11], [12], [13], [16], [18], [6, 20, 22], [14, 23, 25], [8, 9, 24], [26, 29], [27]]",0.239284992,191.73,189.9101595,0,1,180.55,3007.67,191.73,0,1801.96
IntraEnvy_M1,blb030,30,20,3,"[0, 1, 3, 4, 7, 8, 9, 12, 13, 14, 16, 18, 19, 21, 22, 24, 25, 27, 28, 29]","[[0, 10, 17], [1], [3], [4, 15], [7, 11], [8], [9], [12], [13], [14], [16], [18], [19], [2, 21], [6, 20, 22], [24], [23, 25], [27], [5, 28], [26, 29]]",0.186028004,112.08,112.08,0,1,111.7,2363.64,112.08,0,1042.44
IntraEnvy_M1,blb031,40,2,2,"[19, 26]","[[0, 3, 8, 11, 14, 15, 16, 19, 29, 30, 35, 37, 38, 39], [1, 2, 4, 5, 6, 7, 9, 10, 12, 13, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36]]",2149.006399,7163.33,3567.776229,0,187,1546.11,16227.19,7163.33,0,12606.16
IntraEnvy_M1,blb031,40,3,2,"[10, 19, 26]","[[1, 2, 5, 7, 10, 18, 20, 21, 23, 24, 28, 32, 33], [0, 3, 8, 11, 14, 15, 16, 19, 29, 30, 35, 37, 38, 39], [4, 6, 9, 12, 13, 17, 22, 25, 26, 27, 31, 34, 36]]",149.0412829,3946.99,2056.569869,0,1019,1108.95,16217.55,3946.99,0,7448.66
IntraEnvy_M1,blb031,40,5,2,"[7, 19, 20, 25, 35]","[[1, 2, 5, 7, 10, 18, 21, 24, 32, 33], [0, 8, 11, 14, 16, 19, 37, 39], [12, 17, 20, 22, 23, 26, 27, 28, 31], [4, 6, 9, 13, 25, 34], [3, 15, 29, 30, 35, 36, 38]]",662.782249,1692.39,1144.948458,0,1827,635.32,10026.08,1692.39,0,5103.42
IntraEnvy_M1,blb031,40,7,2,"[2, 19, 22, 25, 28, 32, 35]","[[2, 5, 10, 33], [0, 8, 11, 14, 16, 19, 37, 39], [12, 22, 31], [4, 6, 9, 13, 25, 34], [17, 20, 23, 26, 27, 28], [1, 7, 18, 21, 24, 32], [3, 15, 29, 30, 35, 36, 38]]",926.452683,1044.21,770.5743177,0,3691,486.8,8323.52,1044.21,0,3866.28
IntraEnvy_M1,blb031,40,10,2,"[3, 5, 17, 19, 22, 25, 28, 30, 32, 37]","[[0, 3, 16, 29, 38], [2, 5, 33], [17, 26, 27], [11, 19, 39], [12, 22, 31], [4, 6, 9, 13, 25, 34], [10, 20, 23, 28], [15, 30, 35, 36], [1, 7, 18, 21, 24, 32], [8, 14, 37]]",2.52878499,474.659993,441.5801553,0,77,288.95,5257.35,474.66,0,3308.79
IntraEnvy_M1,blb031,40,15,2,"[0, 1, 4, 13, 17, 19, 22, 23, 25, 29, 30, 32, 33, 36, 37]","[[0, 16], [1, 7, 10, 21, 24], [4, 6], [9, 13], [17, 26, 27], [11, 19, 39], [12, 22, 31], [20, 23, 28], [25, 34], [3, 29, 38], [15, 30], [18, 32], [2, 5, 33], [35, 36], [8, 14, 37]]",0.912734985,197.4,195.59,0,1,162.34,3267.62,197.4,0,2095.09
IntraEnvy_M1,blb031,40,20,2,"[4, 7, 8, 9, 10, 12, 16, 17, 19, 22, 23, 25, 26, 29, 30, 32, 33, 35, 36, 37]","[[4, 6], [7, 21, 24], [8], [9, 13], [1, 10], [12], [0, 16], [17, 27], [11, 19, 39], [22, 31], [20, 23, 28], [25, 34], [26], [3, 29, 38], [15, 30], [18, 32], [2, 5, 33], [35], [36], [14, 37]]",0.728204012,123.73,122.7900176,0,1,114.77,2720.53,123.73,0,1557.29
IntraEnvy_M1,blb031,40,25,2,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 23, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 39]","[[4], [5], [6], [7, 21, 24], [8], [9], [1, 10], [11], [12], [13], [14, 37], [15, 30], [0, 16], [20, 23], [26], [17, 27], [28], [3, 29, 38], [22, 31], [18, 32], [2, 33], [25, 34], [35], [36], [19, 39]]",0.611706018,77,76.49528889,0,1,75.89,2080.03,77,0,1199.37
IntraEnvy_M1,blb031,40,30,2,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 23, 26, 27, 28, 29, 31, 32, 34, 35, 36, 38, 39]","[[0], [1, 21], [2, 33], [4], [5], [6], [7, 24], [8], [9], [10], [11], [12], [13], [14, 37], [15, 30], [16], [18], [20], [23], [26], [17, 27], [28], [3, 29], [22, 31], [32], [25, 34], [35], [36], [38], [19, 39]]",0.50137496,41.59,41.59,0,1,41.59,1311.11,41.59,0,634.53
IntraEnvy_M1,blb032,40,2,2,"[35, 36]","[[1, 2, 3, 5, 7, 10, 15, 19, 21, 25, 27, 28, 29, 30, 31, 35], [0, 4, 6, 8, 9, 11, 12, 13, 14, 16, 17, 18, 20, 22, 23, 24, 26, 32, 33, 34, 36, 37, 38, 39]]",1990.592013,6602.94,3475.259202,0,118,1362.96,17213,6602.94,0,14578.55
IntraEnvy_M1,blb032,40,3,2,"[32, 35, 36]","[[4, 6, 13, 16, 17, 20, 22, 23, 24, 32, 33, 39], [1, 2, 3, 5, 7, 10, 15, 19, 21, 25, 27, 28, 29, 30, 31, 35], [0, 8, 9, 11, 12, 14, 18, 26, 34, 36, 37, 38]]",1963.636158,3337.93,2104.544172,0,279,996.27,13749.35,3337.93,0,8768.08
IntraEnvy_M1,blb032,40,5,2,"[3, 4, 26, 27, 36]","[[1, 2, 3, 5, 7, 10, 19, 21, 25, 29, 30, 31, 35], [4, 16, 17, 20, 22, 23, 24, 32, 33, 39], [0, 9, 11, 14, 18, 26], [15, 27, 28], [6, 8, 12, 13, 34, 36, 37, 38]]",30.25650311,1504.63,1144.482185,0,677,601.34,9914.92,1504.63,0,6206.14
IntraEnvy_M1,blb032,40,7,2,"[7, 12, 13, 26, 27, 29, 33]","[[1, 2, 3, 7, 10, 21, 25, 30, 31, 35], [12, 34, 38], [6, 8, 13, 20, 23, 24, 32, 36, 37], [0, 9, 11, 14, 18, 26], [15, 27, 28], [5, 19, 29], [4, 16, 17, 22, 33, 39]]",7.325674057,865.55,666.207427,0,557,405.2,7372.78,865.55,0,5177.59
IntraEnvy_M1,blb032,40,10,2,"[7, 12, 14, 16, 18, 21, 23, 27, 29, 37]","[[1, 2, 3, 7, 10, 30, 31], [12, 34, 38], [0, 14, 26], [4, 16, 17, 22, 33, 39], [9, 11, 18], [21, 25, 35], [13, 20, 23, 24, 32], [15, 27, 28], [5, 19, 29], [6, 8, 36, 37]]",2.565248013,401.02,389.05,0,35,249.89,4717.67,401.02,0,3234.78
IntraEnvy_M1,blb032,40,15,2,"[1, 7, 12, 13, 14, 17, 18, 20, 21, 24, 27, 29, 33, 36, 37]","[[1, 10, 30], [2, 3, 7, 31], [12, 34, 38], [13], [0, 14, 26], [17, 39], [9, 11, 18], [20, 23, 32], [21, 25, 35], [4, 24], [15, 27, 28], [5, 19, 29], [16, 22, 33], [36], [6, 8, 37]]",0.865612984,177.79,170.5174088,0,1,155.32,3390.12,177.79,0,1998.2
IntraEnvy_M1,blb032,40,20,2,"[1, 3, 4, 6, 7, 8, 10, 13, 14, 17, 18, 20, 21, 24, 27, 29, 33, 34, 36, 38]","[[1, 30], [2, 3], [4], [6], [7, 31], [8, 37], [10], [13], [0, 14, 26], [17, 39], [9, 11, 18], [20, 23, 32], [21, 25, 35], [24], [15, 27, 28], [5, 19, 29], [16, 22, 33], [34], [36], [12, 38]]",0.701192856,110.04,105.4569685,1.66E-08,1,100.61,2537.19,110.04,0,1355.02
IntraEnvy_M1,blb032,40,25,2,"[1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21, 22, 23, 24, 27, 29, 34, 36, 37, 38]","[[1, 30], [2, 3], [4], [6], [7, 31], [8], [9], [10], [11, 18], [12], [13], [0, 14, 26], [16, 33], [17, 39], [20, 32], [21, 25, 35], [22], [23], [24], [15, 27, 28], [5, 19, 29], [34], [36], [37], [38]]",0.591930866,63.08,62.95332535,0,1,60.17,1700.41,63.08,0,1048.21
IntraEnvy_M1,blb032,40,30,2,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 31, 32, 33, 34, 36, 37, 38]","[[0], [1, 30], [2, 3], [4], [5], [6], [7], [8], [9], [10], [12], [13], [15], [17, 39], [11, 18], [19, 29], [20], [21, 25, 35], [22], [23], [24], [14, 26], [27, 28], [31], [32], [16, 33], [34], [36], [37], [38]]",0.496360064,32.55,32.55,0,1,32.51,1041.37,32.55,0,541.44
IntraEnvy_M1,blb033,40,2,2,"[25, 33]","[[0, 4, 8, 9, 11, 12, 14, 15, 16, 18, 24, 25, 27, 29, 30, 34, 39], [1, 2, 3, 5, 6, 7, 10, 13, 17, 19, 20, 21, 22, 23, 26, 28, 31, 32, 33, 35, 36, 37, 38]]",2805.431455,6984.84,3380.241845,0,196,1411.92,15624.2,6984.84,0,19734.86
IntraEnvy_M1,blb033,40,3,2,"[5, 11, 36]","[[5, 10, 14, 16, 20, 26, 32, 34, 35], [0, 4, 6, 8, 9, 11, 12, 13, 15, 17, 18, 19, 23, 24, 25, 27, 28, 29, 30, 33, 37, 39], [1, 2, 3, 7, 21, 22, 31, 36, 38]]",4057.889661,3563.59,2123.116776,0,824,949.97,12760.91,3563.59,0,13071.58
IntraEnvy_M1,blb033,40,5,2,"[11, 13, 16, 35, 36]","[[0, 9, 11, 12, 15, 25, 30, 33, 39], [4, 6, 13, 17, 18, 19, 23, 24, 27, 28, 29, 37], [8, 14, 16, 34], [5, 10, 20, 26, 32, 35], [1, 2, 3, 7, 21, 22, 31, 36, 38]]",27.09875083,1565.72,1138.603766,0,291,677.66,9596.58,1565.72,0,7730.15
IntraEnvy_M1,blb033,40,7,2,"[13, 14, 15, 30, 35, 36, 37]","[[4, 6, 13, 18, 19, 27, 33], [14, 16, 34], [11, 12, 15], [0, 8, 9, 25, 30, 39], [5, 10, 20, 26, 32, 35], [1, 2, 3, 7, 21, 22, 31, 36, 38], [17, 23, 24, 28, 29, 37]]",11.73328114,829.38,677.1667108,0,518,455.68,8191.36,829.38,0,5556.31
IntraEnvy_M1,blb033,40,10,2,"[2, 4, 6, 11, 14, 22, 26, 30, 32, 37]","[[1, 2, 7, 21, 31], [4, 18, 27], [6, 19, 33], [11, 12, 13, 15], [14, 16, 34], [3, 22, 36, 38], [10, 20, 26], [0, 8, 9, 25, 30, 39], [5, 32, 35], [17, 23, 24, 28, 29, 37]]",1.824436188,393.03,383.3848794,0,1,257.92,4257.62,393.03,0,3566.56
IntraEnvy_M1,blb033,40,15,2,"[2, 3, 4, 6, 8, 9, 14, 15, 21, 23, 24, 26, 32, 37, 39]","[[1, 2, 7, 31], [3, 22], [4, 18, 27], [6, 19, 33], [8], [0, 9, 30], [14, 16, 34], [11, 12, 15], [21, 36, 38], [13, 23], [24, 29], [10, 20, 26], [5, 32, 35], [17, 28, 37], [25, 39]]",0.942569971,207.4,201.7856669,0,1,175.81,3708.49,207.4,0,2168.24
IntraEnvy_M1,blb033,40,20,2,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 15, 16, 20, 21, 23, 24, 25, 27, 34, 35, 37]","[[1, 2, 7, 31], [3, 22], [4, 18], [5, 32], [6, 19, 33], [8], [0, 9, 30], [10, 26], [11, 13], [12, 15], [14, 16], [20], [21, 36, 38], [23], [24, 29], [25, 39], [27], [34], [35], [17, 28, 37]]",0.709913969,124.56,124.56,0,1,118.82,2867.86,124.56,0,1423.51
IntraEnvy_M1,blb033,40,25,2,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 13, 15, 16, 20, 21, 22, 23, 25, 26, 27, 29, 33, 34, 35, 37, 38]","[[1], [2, 7, 31], [3], [4, 18], [5, 32], [6, 19], [8], [0, 9, 30], [11], [13], [12, 15], [14, 16], [20], [21, 36], [22], [23], [25, 39], [10, 26], [27], [24, 29], [33], [34], [35], [17, 28, 37], [38]]",0.609663963,77.77,77.77,0,1,75.65,2078.37,77.77,0,939.53
IntraEnvy_M1,blb033,40,30,2,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 26, 27, 31, 33, 34, 35, 37, 38, 39]","[[0], [1], [3], [4], [5, 32], [7], [8], [9, 30], [10], [11], [12], [13], [15], [14, 16], [18], [6, 19], [20], [21, 36], [22], [23], [24, 29], [26], [27], [2, 31], [33], [34], [35], [17, 28, 37], [38], [25, 39]]",0.512574196,44.18,44.18,0,1,43.47,1374.95,44.18,0,724.41
IntraEnvy_M1,blb034,40,2,2,"[13, 15]","[[1, 3, 5, 6, 9, 10, 13, 17, 18, 19, 24, 28, 30, 31, 34, 35, 36, 37], [0, 2, 4, 7, 8, 11, 12, 14, 15, 16, 20, 21, 22, 23, 25, 26, 27, 29, 32, 33, 38, 39]]",3087.6447,6523.27,3028.437807,0,217,1283.01,14944.11,6523.27,0,11450.71
IntraEnvy_M1,blb034,40,3,2,"[1, 15, 24]","[[1, 5, 6, 10, 12, 17, 18, 33], [2, 4, 7, 8, 11, 14, 15, 16, 20, 21, 22, 23, 25, 26, 27, 29, 36, 38, 39], [0, 3, 9, 13, 19, 24, 28, 30, 31, 32, 34, 35, 37]]",2795.957537,3549.77,1863.468742,0,579,945.33,10605.33,3549.77,0,8890.29
IntraEnvy_M1,blb034,40,5,2,"[3, 5, 9, 16, 20]","[[3, 19, 30, 31, 34, 35], [1, 5, 6, 10, 17, 18], [0, 9, 13, 24, 28, 32, 36, 37], [2, 4, 11, 14, 15, 16, 23, 25, 27, 29, 38], [7, 8, 12, 20, 21, 22, 26, 33, 39]]",24.85952401,1248.51,1029.246844,0,105,552.62,6891.24,1248.51,0,5776.58
IntraEnvy_M1,blb034,40,7,2,"[3, 5, 16, 20, 24, 27, 37]","[[3, 30, 31, 34, 35], [1, 5, 6, 10, 17, 18], [4, 15, 16, 23, 29], [7, 8, 12, 20, 21, 22, 26, 33, 39], [0, 19, 24, 32], [2, 11, 27, 38], [9, 13, 14, 25, 28, 36, 37]]",7.570254087,782.41,695.9367991,0,174,464.01,6507.27,782.41,0,4573.38
IntraEnvy_M1,blb034,40,10,2,"[6, 10, 12, 16, 20, 27, 30, 32, 34, 37]","[[1, 6, 18], [5, 10, 17], [12, 21, 33], [4, 15, 16, 23, 29], [7, 8, 20, 22, 26, 39], [2, 11, 27, 38], [3, 30, 35], [0, 24, 32], [19, 31, 34], [9, 13, 14, 25, 28, 36, 37]]",4.457147837,435.66,418.5376263,2.65E-09,47,288.66,4815.08,435.66,0,3381.9
